Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross income,Rating
749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9,10.3635,217.6335,43468,0.5013888888888889,Ewallet,207.27,10.3635,7.9
659-36-1684,C,Naypyitaw,Member,Male,Sports and travel,57.12,7,19.992,419.832,43477,0.5013888888888889,Credit card,399.84,19.992,6.5
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,43496,0.5013888888888889,Cash,213.75,10.6875,9.5
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19.79,8,7.916,166.236,43483,0.5027777777777778,Ewallet,158.32,7.916,8.7
867-47-1948,C,Naypyitaw,Normal,Female,Home and lifestyle,15.8,10,7.9,165.9,43474,0.5048611111111111,Cash,158,7.9,7.8
842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,17.14,7,5.999,125.979,43481,0.5048611111111111,Credit card,119.98,5.999,7.9
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,27.4275,575.9775,43472,0.5055555555555555,Credit card,548.55,27.4275,6
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,43479,0.50625,Cash,498.45,24.9225,9.9
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,43488,0.5069444444444444,Ewallet,502.62,25.131,5.4
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,43471,0.5083333333333333,Cash,326.72,16.336,9.1
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,17.828,374.388,43472,0.513888888888889,Credit card,356.56,17.828,7.8
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,43488,0.513888888888889,Ewallet,30.61,1.5305,5.2
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,43494,0.517361111111111,Cash,252.48,12.624,8.9
458-10-8612,C,Naypyitaw,Normal,Male,Health and beauty,64.08,7,22.428,470.988,43485,0.5187499999999999,Ewallet,448.56,22.428,7.6
232-16-2483,C,Naypyitaw,Member,Female,Sports and travel,68.12,1,3.406,71.526,43472,0.5194444444444445,Ewallet,68.12,3.406,6.8
316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63,9,21.4335,450.1035,43488,0.5243055555555556,Cash,428.67,21.4335,5
101-81-4070,C,Naypyitaw,Member,Female,Health and beauty,62.82,2,6.282,131.922,43482,0.525,Ewallet,125.64,6.282,4.9
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,4.083,85.743,43472,0.5256944444444445,Cash,81.66,4.083,7.3
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.595,33.495,43470,0.5277777777777778,Ewallet,31.9,1.595,9.1
896-34-0956,A,Yangon,Normal,Male,Fashion accessories,21.32,1,1.066,22.386,43491,0.5298611111111111,Cash,21.32,1.066,5.9
149-71-6266,B,Mandalay,Member,Male,Sports and travel,78.07,9,35.1315,737.7615,43493,0.5298611111111111,Cash,702.63,35.1315,4.5
316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,43491,0.53125,Credit card,400.25,20.0125,9.4
393-65-2792,C,Naypyitaw,Normal,Male,Food and beverages,89.48,10,44.74,939.54,43471,0.5319444444444444,Credit card,894.8,44.74,9.6
728-47-9078,C,Naypyitaw,Member,Male,Food and beverages,59.59,4,11.918,250.278,43484,0.5319444444444444,Cash,238.36,11.918,9.8
482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94,3,1.791,37.611,43484,0.5326388888888889,Credit card,35.82,1.791,8.1
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,43482,0.5333333333333333,Credit card,129.12,6.456,9.4
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,7.275,152.775,43473,0.5347222222222222,Cash,145.5,7.275,6.7
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,24.175,507.675,43479,0.5361111111111111,Ewallet,483.5,24.175,7
195-06-0432,A,Yangon,Member,Male,Home and lifestyle,81.01,3,12.1515,255.1815,43478,0.5381944444444444,Credit card,243.03,12.1515,9.3
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,43473,0.5402777777777777,Credit card,98.2,4.91,6.4
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.205,43467,0.5416666666666666,Cash,342.1,17.105,5.1
731-81-9469,C,Naypyitaw,Member,Female,Sports and travel,89.8,10,44.9,942.9,43488,0.5416666666666666,Credit card,898,44.9,5.4
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,40.605,852.705,43482,0.5423611111111112,Credit card,812.1,40.605,6.3
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,9.285,194.985,43473,0.545138888888889,Ewallet,185.7,9.285,5
400-89-4171,C,Naypyitaw,Normal,Female,Sports and travel,80.97,8,32.388,680.148,43493,0.545138888888889,Cash,647.76,32.388,9.3
875-31-8302,B,Mandalay,Normal,Male,Sports and travel,93.38,1,4.669,98.049,43468,0.5465277777777778,Cash,93.38,4.669,9.6
750-67-8428,A,Yangon,Member,Female,Health and beauty,74.69,7,26.1415,548.9715,43470,0.5472222222222222,Ewallet,522.83,26.1415,9.1
125-45-2293,A,Yangon,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,43484,0.5493055555555556,Cash,594.6,29.73,4.2
191-10-6171,B,Mandalay,Normal,Female,Fashion accessories,39.62,7,13.867,291.207,43490,0.5541666666666667,Cash,277.34,13.867,7.5
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.611,43496,0.5548611111111111,Cash,75.82,3.791,5.8
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,43469,0.55625,Cash,104.85,5.2425,7.8
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3,6.963,146.223,43469,0.5583333333333333,Credit card,139.26,6.963,4.4
443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,3.0435,63.9135,43489,0.5583333333333333,Cash,60.87,3.0435,5.5
870-54-3162,A,Yangon,Normal,Female,Sports and travel,32.25,5,8.0625,169.3125,43492,0.5597222222222222,Cash,161.25,8.0625,9
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,43488,0.5618055555555556,Cash,252.15,12.6075,9.8
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,43490,0.5625,Credit card,339.57,16.9785,5.2
234-65-2137,C,Naypyitaw,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.59,43481,0.5638888888888889,Cash,955.8,47.79,4.8
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,43495,0.5638888888888889,Credit card,94.6,4.73,4
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,43469,0.5652777777777778,Ewallet,355.4,17.77,7
288-62-1085,A,Yangon,Member,Male,Fashion accessories,38.54,5,9.635,202.335,43474,0.5652777777777778,Ewallet,192.7,9.635,5.6
852-82-2749,A,Yangon,Normal,Male,Sports and travel,64.59,4,12.918,271.278,43471,0.5659722222222222,Ewallet,258.36,12.918,9.3
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,70.19,9,31.5855,663.2955,43490,0.5680555555555555,Cash,631.71,31.5855,6.7
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,43467,0.5694444444444444,Cash,365.49,18.2745,7
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.352,154.392,43480,0.5701388888888889,Ewallet,147.04,7.352,4.6
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,43496,0.5722222222222222,Ewallet,272.1,13.605,6.1
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,43474,0.5729166666666666,Cash,954.4,47.72,5.2
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,43485,0.5729166666666666,Credit card,112.44,5.622,7.7
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,14.796,310.716,43474,0.5736111111111112,Ewallet,295.92,14.796,7.1
233-67-5758,C,Naypyitaw,Normal,Male,Health and beauty,40.35,1,2.0175,42.3675,43494,0.5736111111111112,Ewallet,40.35,2.0175,6.2
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,87.234,43496,0.5743055555555555,Cash,83.08,4.154,4.7
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,43473,0.5750000000000001,Credit card,181.52,9.076,8.7
744-16-7898,B,Mandalay,Normal,Female,Home and lifestyle,97.37,10,48.685,1022.385,43480,0.5750000000000001,Credit card,973.7,48.685,4.9
280-17-4359,C,Naypyitaw,Member,Male,Health and beauty,90.5,10,45.25,950.25,43490,0.5750000000000001,Cash,905,45.25,8.1
222-42-0244,B,Mandalay,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,43493,0.5784722222222222,Credit card,648.99,32.4495,7.7
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9,29.583,621.243,43466,0.579861111111111,Cash,591.66,29.583,7.7
130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5,6,14.55,305.55,43476,0.5812499999999999,Ewallet,291,14.55,9.4
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,10.235,214.935,43471,0.5819444444444445,Ewallet,204.7,10.235,9.9
784-08-0310,C,Naypyitaw,Member,Female,Food and beverages,21.04,4,4.208,88.368,43478,0.5819444444444445,Cash,84.16,4.208,7.6
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,488.985,43492,0.5819444444444445,Cash,465.7,23.285,7.6
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,43495,0.5819444444444445,Ewallet,339.36,16.968,5.7
377-79-7592,C,Naypyitaw,Member,Female,Electronic accessories,44.84,9,20.178,423.738,43479,0.5833333333333334,Credit card,403.56,20.178,7.5
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.185,43488,0.5861111111111111,Ewallet,89.7,4.485,6.8
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,43496,0.5861111111111111,Cash,479.58,23.979,5.5
149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10,32.095,673.995,43484,0.5888888888888889,Credit card,641.9,32.095,6.7
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,43473,0.5909722222222222,Ewallet,12.78,0.639,9.5
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,43494,0.5916666666666667,Cash,130.48,6.524,9
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,43475,0.5944444444444444,Ewallet,470.28,23.514,5.8
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,43490,0.5965277777777778,Ewallet,159.9,7.995,7.5
263-10-3913,C,Naypyitaw,Member,Male,Fashion accessories,49.04,9,22.068,463.428,43474,0.5972222222222222,Credit card,441.36,22.068,8.6
160-22-2687,A,Yangon,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,43488,0.5979166666666667,Ewallet,479.75,23.9875,8.8
490-95-0021,B,Mandalay,Member,Female,Food and beverages,33.21,10,16.605,348.705,43473,0.6006944444444444,Ewallet,332.1,16.605,6
137-63-5492,C,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,43494,0.6013888888888889,Ewallet,587.6,29.38,9
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,43492,0.6027777777777777,Cash,143.6,7.18,5.4
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.716,183.036,43476,0.6034722222222222,Credit card,174.32,8.716,9.7
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.927,43490,0.6034722222222222,Ewallet,43.74,2.187,6.9
124-31-1458,A,Yangon,Member,Female,Electronic accessories,79.59,3,11.9385,250.7085,43473,0.6041666666666666,Cash,238.77,11.9385,6.6
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,514.773,43492,0.6083333333333333,Credit card,490.26,24.513,8
794-42-3736,B,Mandalay,Normal,Male,Food and beverages,33.33,2,3.333,69.993,43491,0.6118055555555556,Credit card,66.66,3.333,6.4
416-17-9926,A,Yangon,Member,Female,Electronic accessories,74.22,10,37.11,779.31,43466,0.6124999999999999,Credit card,742.2,37.11,4.3
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,52.6,9,23.67,497.07,43481,0.6124999999999999,Cash,473.4,23.67,7.6
870-72-4431,C,Naypyitaw,Normal,Female,Health and beauty,99.19,6,29.757,624.897,43486,0.6124999999999999,Credit card,595.14,29.757,5.5
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.354,133.434,43479,0.6131944444444445,Ewallet,127.08,6.354,6.2
664-14-2882,C,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,2.6325,55.2825,43495,0.6131944444444445,Credit card,52.65,2.6325,5.8
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,43466,0.6159722222222223,Cash,380.72,19.036,5.7
640-49-2076,B,Mandalay,Normal,Male,Sports and travel,83.78,8,33.512,703.752,43475,0.6173611111111111,Cash,670.24,33.512,5.1
704-48-3927,A,Yangon,Member,Male,Electronic accessories,88.67,10,44.335,931.035,43477,0.6180555555555556,Ewallet,886.7,44.335,7.3
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,43491,0.61875,Cash,379.5,18.975,9.7
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,5.986,125.706,43478,0.6215277777777778,Ewallet,119.72,5.986,6.7
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,43492,0.6215277777777778,Ewallet,486.63,24.3315,9.5
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.724,288.204,43490,0.625,Ewallet,274.48,13.724,5.7
109-28-2512,B,Mandalay,Member,Female,Fashion accessories,97.61,6,29.283,614.943,43472,0.6256944444444444,Ewallet,585.66,29.283,9.9
188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47,10,33.235,697.935,43480,0.6256944444444444,Credit card,664.7,33.235,5
660-29-7083,C,Naypyitaw,Normal,Male,Electronic accessories,55.87,10,27.935,586.635,43480,0.6256944444444444,Cash,558.7,27.935,5.8
821-14-9046,B,Mandalay,Member,Female,Fashion accessories,17.48,6,5.244,110.124,43483,0.6277777777777778,Credit card,104.88,5.244,6.1
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,377.58,43482,0.6284722222222222,Credit card,359.6,17.98,4.3
775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,43489,0.6284722222222222,Ewallet,366.4,18.32,8.4
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.391,43483,0.6305555555555555,Cash,39.42,1.971,8.4
859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,15.49,2,1.549,32.529,43481,0.6319444444444444,Cash,30.98,1.549,6.3
176-78-1170,C,Naypyitaw,Member,Male,Health and beauty,33.81,3,5.0715,106.5015,43491,0.6326388888888889,Ewallet,101.43,5.0715,7.3
525-09-8450,B,Mandalay,Normal,Male,Electronic accessories,72.13,10,36.065,757.365,43496,0.6333333333333333,Credit card,721.3,36.065,4.2
497-37-6538,A,Yangon,Normal,Male,Sports and travel,58.91,7,20.6185,432.9885,43482,0.6354166666666666,Ewallet,412.37,20.6185,9.7
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,43493,0.6361111111111112,Credit card,87.05,4.3525,4.9
452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,87.08,7,30.478,640.038,43491,0.6368055555555555,Cash,609.56,30.478,5.5
451-73-2711,C,Naypyitaw,Normal,Male,Food and beverages,84.83,1,4.2415,89.0715,43479,0.638888888888889,Ewallet,84.83,4.2415,8.8
712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6,12.498,262.458,43467,0.6416666666666667,Ewallet,249.96,12.498,5.6
659-65-8956,B,Mandalay,Member,Male,Fashion accessories,51.36,1,2.568,53.928,43481,0.6430555555555556,Ewallet,51.36,2.568,5.2
